ts_completed,oracle_session_id,oracle_run_anchor,completion_tokens,decode_tps,accept_ratio,running_before,running_after,gpu_samples,tensor_active_med,sm_issue_med,sms_active_med,power_w
2026-05-30T18:47:35.227Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,119,14.84,0.784,0.0,3.0,136,14.0,4.0,90.0,54.36
2026-05-30T18:47:39.165Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,48,17.52,0.845,3.0,3.0,37,14.0,4.0,90.0,53.86
2026-05-30T18:47:40.732Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,204,8.4,0.803,0.0,3.0,191,14.0,4.0,90.0,53.86
2026-05-30T18:47:43.795Z,sess_ecaa6cd9f160b8ec,019e7a35-a808-7302-aaa8-03904190e84c,240,5.64,0.815,0.0,3.0,222,14.0,4.0,90.0,74.47
2026-05-30T18:47:45.603Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,67,1.82,0.867,3.0,3.0,63,14.0,4.0,90.0,69.42
2026-05-30T18:47:46.721Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,64,2.29,0.897,3.0,3.0,57,14.0,4.0,89.0,69.42
2026-05-30T18:47:48.964Z,sess_6b1d0cb79870cb3e,019e7a35-a808-7d11-bf5a-09014474f971,294,3.88,0.823,0.0,3.0,274,14.5,4.0,90.0,82.22
2026-05-30T18:47:50.808Z,sess_ecaa6cd9f160b8ec,019e7a35-a808-7302-aaa8-03904190e84c,51,1.31,0.861,3.0,3.0,67,41.0,14.0,95.0,91.36
2026-05-30T18:47:55.615Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,76,1.63,0.856,3.0,2.0,97,42.0,14.0,95.0,56.08
2026-05-30T18:48:02.244Z,sess_6b1d0cb79870cb3e,019e7a35-a808-7d11-bf5a-09014474f971,58,1.7,0.832,3.0,3.0,130,33.0,11.5,94.0,85.6
2026-05-30T18:48:02.658Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,68,3.37,0.84,2.0,2.0,70,15.5,5.0,90.0,85.6
2026-05-30T18:48:10.724Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,72,1.0,0.867,3.0,3.0,239,23.0,8.0,95.0,56.88
2026-05-30T18:48:12.813Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,64,4.64,0.917,2.0,3.0,100,22.5,8.0,96.0,83.11
2026-05-30T18:48:18.605Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,55,7.74,0.721,3.0,3.0,57,16.0,5.0,89.0,57.33
2026-05-30T18:48:22.553Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,80,4.57,0.781,3.0,3.0,117,16.0,5.0,89.0,57.29
2026-05-30T18:48:25.907Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,67,5.72,0.8,3.0,3.0,72,16.0,5.0,88.0,83.01
2026-05-30T18:48:57.291Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,221,5.14,0.744,3.0,3.0,312,16.0,5.0,88.0,57.78
2026-05-30T18:49:06.988Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,145,2.2,0.759,3.0,3.0,442,16.0,6.0,89.0,72.23
2026-05-30T18:49:17.613Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,153,5.27,0.755,3.0,3.0,200,16.0,5.0,87.0,58.59
2026-05-30T18:49:24.829Z,sess_6b1d0cb79870cb3e,019e7a35-a808-7d11-bf5a-09014474f971,776,4.17,0.761,3.0,3.0,822,16.0,5.0,88.0,58.64
2026-05-30T18:49:26.832Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,100,1.19,0.743,3.0,3.0,89,16.0,5.0,87.0,89.96
2026-05-30T18:49:33.524Z,sess_6b1d0cb79870cb3e,019e7a35-a808-7d11-bf5a-09014474f971,73,4.76,0.74,3.0,3.0,84,16.0,5.0,88.0,58.54
2026-05-30T18:49:54.233Z,sess_6b1d0cb79870cb3e,019e7a35-a808-7d11-bf5a-09014474f971,214,2.87,0.648,3.0,3.0,146,15.0,4.0,86.0,53.8
2026-05-30T18:50:00.423Z,sess_bf1cc460f331bfca,019e7a35-a80a-7801-af36-18f9251d8db2,189,1.94,0.672,3.0,3.0,213,15.0,4.0,86.0,45.88
2026-05-30T18:50:09.165Z,sess_555028f7139baebc,019e7a35-a809-7881-9da3-80980ed454f6,177,0.83,0.697,3.0,3.0,410,15.0,4.0,86.0,88.71
2026-05-30T18:52:47.174Z,sess_ecaa6cd9f160b8ec,019e7a35-a808-7302-aaa8-03904190e84c,935,0.97,0.728,3.0,2.0,1172,16.0,5.0,88.0,46.95
